Time(ms),MotorID,Phase,Direction,Position,Angle(deg),SensorA0,SensorA1,SensorA2
15982,1,Flex,>>,2916,256.35,373,325,544
16092,1,Flex,>>,2881,256.35,374,321,541
16201,1,Flex,>>,2846,254.51,372,322,538
16310,1,Flex,>>,2811,251.78,369,322,537
16420,1,Flex,>>,2776,248.7,369,321,537
16529,1,Flex,>>,2741,245.98,370,320,536
16639,1,Flex,>>,2706,242.9,371,321,540
16749,1,Flex,>>,2671,239.91,372,321,538
16858,1,Flex,>>,2636,236.84,370,319,537
16968,1,Flex,>>,2601,233.93,374,326,539
17077,1,Flex,>>,2566,230.77,370,322,541
17187,1,Flex,>>,2531,227.78,375,323,539
17296,1,Flex,>>,2496,224.88,374,323,541
17406,1,Flex,>>,2461,221.89,374,319,541
17516,1,Flex,>>,2426,218.9,374,312,545
17625,1,Flex,>>,2391,215.74,375,323,551
17735,1,Flex,>>,2356,212.75,375,325,555
17845,1,Flex,>>,2321,209.58,382,327,555
17954,1,Flex,>>,2286,206.59,384,331,560
18064,1,Flex,>>,2251,203.52,394,336,568
18173,1,Flex,>>,2216,200.62,392,336,576
18283,1,Flex,>>,2181,197.63,397,342,584
18393,1,Flex,>>,2146,194.55,399,346,591
18503,1,Flex,>>,2111,191.47,403,348,600
18612,1,Flex,>>,2076,188.31,408,349,597
18722,1,Flex,>>,2041,185.23,424,356,607
18832,1,Flex,>>,2006,182.07,440,364,614
18941,1,Flex,>>,1971,179.08,442,380,632
19051,1,Flex,>>,1936,176.0,447,395,648
19161,1,Flex,>>,1901,172.92,456,405,654
19270,1,Flex,>>,1866,169.85,458,407,658
19380,1,Flex,>>,1831,166.86,463,417,661
19489,1,Flex,>>,1796,163.6,473,429,671
19599,1,Flex,>>,1761,160.62,478,439,679
19708,1,Flex,>>,1726,157.63,487,445,684
19818,1,Flex,>>,1691,154.73,492,453,692
19928,1,Flex,>>,1656,151.65,499,454,700
20037,1,Flex,>>,1621,148.57,498,456,701
20148,1,Flex,>>,1586,145.58,502,455,705
20257,1,Flex,>>,1551,142.68,506,467,716
20367,1,Flex,>>,1516,139.69,509,469,721
20477,1,Flex,>>,1481,136.79,516,472,724
20587,1,Flex,>>,1446,134.07,515,468,722
20696,1,Flex,>>,1411,131.08,518,471,727
20806,1,Flex,>>,1376,128.09,528,475,728
20916,1,Flex,>>,1341,125.1,531,481,735
21025,1,Flex,>>,1306,122.29,530,478,738
21135,1,Flex,>>,1271,119.47,529,479,736
